"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jan 28 14:02:54 GMT 2023","Sat Jan 28 14:02:54 GMT 2023","7","Suite","Check Cita","ui.cita2.CitaTest","ui.cita2.CitaTest","testCitaIsAvailable","testCitaIsAvailable",""
"broken","Sat Jan 28 14:02:52 GMT 2023","Sat Jan 28 14:02:52 GMT 2023","2","Suite","Check Cita","ui.cita2.CitaTest","ui.cita2.CitaTest","setUp","setUp",""
